"Date Of Stop","Month Of Stop","Year Of Stop","Time Of Stop","Time Period","Description","Belts","Personal Injury","Commercial License","Commercial Vehicle","Vehicle Type","Year","Make","Model","Color","Race","Gender"
"05/21/2013","05","2013","08:01:00","08-09","DRIVING VEHICLE ON HIGHWAY WITH AN EXPIRED LICENSE","Yes","Yes","No","No","02 - Automobile","2005","NISSAN","MURANO","WHITE","BLACK","M"
"05/21/2013","05","2013","08:01:00","08-09","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","Yes","Yes","No","No","02 - Automobile","2005","NISSAN","MURANO","WHITE","BLACK","M"
"05/21/2013","05","2013","08:01:00","08-09","DRIVER FAILURE TO STOP AT STOP SIGN LINE","Yes","Yes","No","No","02 - Automobile","2005","NISSAN","MURANO","WHITE","BLACK","M"
"05/21/2013","05","2013","08:01:00","08-09","DRIVING UNINSURED VEHICLE","Yes","Yes","No","No","02 - Automobile","2005","NISSAN","MURANO","WHITE","BLACK","M"
"10/21/2015","10","2015","21:55:00","21-22","DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION","No","No","No","No","02 - Automobile","2005","NISSAN","ALTIMA","BLACK","WHITE","F"
"10/21/2015","10","2015","21:55:00","21-22","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER","No","No","No","No","02 - Automobile","2005","NISSAN","ALTIMA","BLACK","WHITE","F"
"10/21/2015","10","2015","21:55:00","21-22","PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED OUT-OF-STATE LICENSE","No","No","No","No","02 - Automobile","2005","NISSAN","ALTIMA","BLACK","WHITE","F"
"07/07/2014","07","2014","14:27:00","14-15","EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 30 MPH ZONE","No","No","No","No","02 - Automobile","2005","FORD","4S","TAN","WHITE","F"
"03/30/2015","03","2015","17:33:00","17-18","PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE","No","No","No","No","02 - Automobile","2005","BMW","M6","WHITE","BLACK","M"
"03/30/2015","03","2015","17:33:00","17-18","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103","No","No","No","No","02 - Automobile","2005","BMW","M6","WHITE","BLACK","M"
"03/30/2015","03","2015","17:33:00","17-18","DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION","No","No","No","No","02 - Automobile","2005","BMW","M6","WHITE","BLACK","M"
"03/30/2015","03","2015","17:33:00","17-18","POSSESSING SUSPENDED LIC.","No","No","No","No","02 - Automobile","2005","BMW","M6","WHITE","BLACK","M"
"06/10/2015","06","2015","11:18:00","11-12","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER","No","No","No","No","02 - Automobile","2005","TOYOTA","HIGHLANDER","BLUE, LIGHT","WHITE","F"
"10/09/2014","10","2014","22:56:00","22-23","FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED","No","No","Yes","No","06 - Heavy Duty Truck","2005","FHRT","TK","WHITE","HISPANIC","M"
"06/13/2014","06","2014","09:37:00","09-10","EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 40 MPH ZONE","No","No","No","No","02 - Automobile","2005","NISS","SUV","GRAY","WHITE","M"
"03/14/2012","03","2012","17:35:00","17-18","EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 40 MPH ZONE","No","No","No","No","03 - Station Wagon","2005","LEXUS","SUV","WHITE","BLACK","F"
"10/14/2016","10","2016","22:03:00","22-23","DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL","No","No","No","No","02 - Automobile","2005","NISSAN","ALTIMA","BLUE","WHITE","M"
"09/04/2016","09","2016","11:12:00","11-12","DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION","No","No","No","No","02 - Automobile","2005","NISSAN","ALTIMA","BLUE, DARK","HISPANIC","M"
"09/04/2016","09","2016","11:12:00","11-12","DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION","No","No","No","No","02 - Automobile","2005","NISSAN","ALTIMA","BLUE, DARK","HISPANIC","M"
"09/04/2016","09","2016","11:12:00","11-12","PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED OUT-OF-STATE LICENSE","No","No","No","No","02 - Automobile","2005","NISSAN","ALTIMA","BLUE, DARK","HISPANIC","M"
"07/12/2016","07","2016","00:51:00","00-01","DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION","No","No","No","No","02 - Automobile","2005","NISSAN","ALTIMA","BLUE, DARK","HISPANIC","M"
"07/12/2016","07","2016","00:51:00","00-01","PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED OUT-OF-STATE LICENSE","No","No","No","No","02 - Automobile","2005","NISSAN","ALTIMA","BLUE, DARK","HISPANIC","M"
"07/12/2016","07","2016","00:51:00","00-01","PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED OUT-OF-STATE LICENSE","No","No","No","No","02 - Automobile","2005","NISSAN","ALTIMA","BLUE, DARK","HISPANIC","M"
"07/12/2016","07","2016","00:51:00","00-01","KNOWINGLY DRIVING UNINSURED VEHICLE","No","No","No","No","02 - Automobile","2005","NISSAN","ALTIMA","BLUE, DARK","HISPANIC","M"
"07/12/2016","07","2016","00:51:00","00-01","DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION","No","No","No","No","02 - Automobile","2005","NISSAN","ALTIMA","BLUE, DARK","HISPANIC","M"
"07/12/2016","07","2016","00:51:00","00-01","FAILURE TO EQUIP VEH. WITH REQUIRED REAR STOP LAMP","No","No","No","No","02 - Automobile","2005","NISSAN","ALTIMA","BLUE, DARK","HISPANIC","M"
"07/12/2016","07","2016","00:51:00","00-01","DRIVING MOTOR VEH. ON HWY. WEARING EARPLUGS IN BOTH EARS","No","No","No","No","02 - Automobile","2005","NISSAN","ALTIMA","BLUE, DARK","HISPANIC","M"
"04/28/2016","04","2016","18:24:00","18-19","IMPROPER PASSING OF OVERTAKEN VEHICLE","No","No","No","No","02 - Automobile","2005","SUBA","OUTBACK SW","GOLD","WHITE","M"
"05/23/2016","05","2016","19:54:00","19-20","EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH","No","No","No","No","02 - Automobile","2005","CHEV","TRAILBLAZER","BLUE","WHITE","M"
"06/20/2016","06","2016","12:19:00","12-13","DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION","No","No","No","No","02 - Automobile","2005","KIA","SEDONA","SILVER","BLACK","F"
"06/10/2015","06","2015","15:05:00","15-16","EXCEEDING MAXIMUM SPEED: 73 MPH IN A POSTED 40 MPH ZONE","No","No","No","No","03 - Station Wagon","2005","SUBARU","IMPREZA","SILVER","WHITE","M"
"09/28/2016","09","2016","02:42:00","02-03","MOTOR VEH. W/O REQUIRED STOP LAMPS EQUIPMENT","No","No","No","No","02 - Automobile","2005","DODGE","GRAND CARAVAN","BLUE","HISPANIC","F"
"03/23/2016","03","2016","17:29:00","17-18","FAILURE TO ATTACH TEMP. REG. PLATE TO REAR OF VEH.","No","No","No","No","05 - Light Duty Truck","2005","JEEP","TK","GREEN, DK","BLACK","M"
"05/21/2016","05","2016","21:16:00","21-22","FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED","No","No","No","No","02 - Automobile","2005","LEXUS","ES330","BLACK","BLACK","M"
"06/29/2013","06","2013","15:18:00","15-16","EXCEEDING MAXIMUM SPEED: 47 MPH IN A POSTED 30 MPH ZONE","No","No","No","No","28 - Other","2005","CHRY","VAN","N/A","WHITE","M"
"08/07/2014","08","2014","11:23:00","11-12","EXCEEDING MAXIMUM SPEED: 64 MPH IN A POSTED 55 MPH ZONE","No","No","No","No","05 - Light Duty Truck","2005","TOYT","VN","GRAY","ASIAN","M"
"03/31/2015","03","2015","18:28:00","18-19","DRIVER FAIL TO STOP AT STEADY RED ARROW SIGNAL","No","No","No","No","02 - Automobile","2005","NISSAN","4DR MAXIMA","N/A","BLACK","M"
"03/31/2015","03","2015","18:28:00","18-19","DRIVING VEHICLE ON HIGHWAY WITH AN EXPIRED LICENSE","No","No","No","No","02 - Automobile","2005","NISSAN","4DR MAXIMA","N/A","BLACK","M"
"03/31/2015","03","2015","18:28:00","18-19","PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED OUT-OF-STATE LICENSE","No","No","No","No","02 - Automobile","2005","NISSAN","4DR MAXIMA","N/A","BLACK","M"
"05/06/2014","05","2014","13:00:00","13-14","EXCEEDING MAXIMUM SPEED: 51 MPH IN A POSTED 35 MPH ZONE","No","No","No","No","05 - Light Duty Truck","2005","GMC","TK","GOLD","WHITE","M"
"10/26/2015","10","2015","12:06:00","12-13","DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION","No","No","No","No","05 - Light Duty Truck","2005","ACURA","MDX","BLUE","BLACK","F"
"05/19/2014","05","2014","00:27:00","00-01","DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION","No","No","No","No","02 - Automobile","2005","HOND","CIVIC","BLUE","HISPANIC","M"
"10/23/2012","10","2012","16:40:00","16-17","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2005","BMW","330","BLACK","WHITE","F"
"10/23/2012","10","2012","16:50:00","16-17","DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION","No","No","No","No","02 - Automobile","2005","BMW","330","BLACK","WHITE","F"
"03/06/2012","03","2012","09:23:00","09-10","DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE","No","No","No","No","02 - Automobile","2005","TOYOTA","4S","BLUE","WHITE","F"
"11/04/2012","11","2012","18:35:00","18-19","EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH","No","No","No","No","02 - Automobile","2005","SUZI","FORENZA","MAROON","WHITE","F"
"08/19/2013","08","2013","09:20:00","09-10","DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION","No","No","No","No","02 - Automobile","2005","FORD","CROWN VICTORIA","MAROON","OTHER","U"
"09/20/2013","09","2013","18:26:00","18-19","DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION","No","No","No","No","02 - Automobile","2005","FORD","CROWN VIC","MAROON","OTHER","M"
"07/11/2014","07","2014","08:09:00","08-09","FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS","No","No","No","No","02 - Automobile","2005","HOND","ACCORD","SILVER","ASIAN","F"
"10/14/2012","10","2012","13:10:00","13-14","DRIVER FAILURE TO STOP AT STOP SIGN LINE","No","No","No","No","02 - Automobile","2005","BMW","330XI","BLACK","WHITE","F"
"06/22/2015","06","2015","21:48:00","21-22","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2005","TOYOTA","CAMRY","GRAY","ASIAN","M"
"07/27/2012","07","2012","17:02:00","17-18","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2005","ACUR","4D","GRAY","WHITE","F"
"02/18/2015","02","2015","18:55:00","18-19","STOPPING, STANDING, PARKING VEH. WHERE PROHIBITED BY OFFICIAL SIGN","No","No","No","No","03 - Station Wagon","2005","ACURA","MDX","GRAY","BLACK","F"
"01/05/2016","01","2016","03:36:00","03-04","DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING","No","No","No","No","02 - Automobile","2005","CHEV","TK","RED","WHITE","M"
"07/23/2012","07","2012","01:22:00","01-02","DRIVER CHANGING LANES WHEN UNSAFE","No","No","No","No","02 - Automobile","2005","TOYOTA","MATRIX","WHITE","WHITE","M"
"12/14/2012","12","2012","11:58:00","11-12","EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH","No","No","No","No","02 - Automobile","2005","ACURA","MDX","SILVER","BLACK","M"
"12/14/2012","12","2012","11:58:00","11-12","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2005","ACURA","MDX","SILVER","BLACK","M"
"11/19/2014","11","2014","17:57:00","17-18","DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN","No","No","No","No","02 - Automobile","2005","TOY","COROLLA","SILVER","WHITE","F"
"04/21/2014","04","2014","23:30:00","23-24","FAILURE TO SECURELY FASTEN REGISTRATION PLATE TO VEHICLE","No","No","No","No","02 - Automobile","2005","MAZDA","3","SILVER","BLACK","M"
"10/13/2012","10","2012","16:15:00","16-17","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2005","BMW","X3","BLUE","BLACK","F"
"10/13/2012","10","2012","16:15:00","16-17","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER","No","No","No","No","02 - Automobile","2005","BMW","X3","BLUE","BLACK","F"
"07/13/2014","07","2014","21:15:00","21-22","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON","No","No","No","No","02 - Automobile","2005","NISSAN","ALTIMA","BLACK","BLACK","F"
"01/25/2014","01","2014","14:41:00","14-15","DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS","No","No","No","No","02 - Automobile","2005","FORD","EXCURSION","BLACK","BLACK","M"
"01/25/2014","01","2014","14:41:00","14-15","DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE","No","No","No","No","02 - Automobile","2005","FORD","EXCURSION","BLACK","BLACK","M"
"06/02/2012","06","2012","02:40:00","02-03","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2005","ACURA","TSX","GRAY","OTHER","M"
"03/26/2013","03","2013","12:05:00","12-13","EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH","No","No","No","No","02 - Automobile","2005","FORD","ESCAPE","SILVER","WHITE","M"
"12/23/2014","12","2014","17:30:00","17-18","DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION","No","No","No","No","02 - Automobile","2005","PONT","VAN","BLUE, DARK","WHITE","M"
"03/14/2014","03","2014","23:54:00","23-24","FAILURE TO PROPERLY EQUIP & LOCATE HEADLAMPS ON MOTOR VEH.","No","No","No","No","03 - Station Wagon","2005","TOYT","COROLLA","BLUE","WHITE","F"
"12/08/2012","12","2012","23:06:00","23-24","DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE","No","No","No","No","02 - Automobile","2005","INFI","G35X","SILVER","ASIAN","M"
"10/03/2014","10","2014","12:48:00","12-13","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2005","NISSAN","MURANO","WHITE","WHITE","F"
"07/29/2013","07","2013","23:11:00","23-24","MOTOR VEH. W/O REQUIRED STOP LAMPS EQUIPMENT","No","No","No","No","02 - Automobile","2005","JEEP","2D","RED","WHITE","M"
"03/11/2014","03","2014","23:22:00","23-24","DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION","No","No","No","No","02 - Automobile","2005","DODGE","SPRINTER","WHITE","ASIAN","M"
"09/10/2015","09","2015","14:28:00","14-15","DRIVING LEFT OF ROADWAY CENTER IN OVERTAKING AND PASSING WHEN UNSAFE","No","No","No","No","06 - Heavy Duty Truck","2005","HNO","REFRIG","WHITE","ASIAN","M"
"04/12/2014","04","2014","23:19:00","23-24","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND","No","No","No","No","02 - Automobile","2005","HONDA","ACCORD","BLACK","WHITE","M"
"12/14/2012","12","2012","00:47:00","00-01","DROPPING, THROWING, PLACING INJURIOUS SUBSTANCE ON HWY","No","No","No","No","02 - Automobile","2005","VW","JETTA","SILVER","WHITE","M"
"12/14/2012","12","2012","00:47:00","00-01","EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH","No","No","No","No","02 - Automobile","2005","VW","JETTA","SILVER","WHITE","M"
"12/14/2012","12","2012","00:47:00","00-01","FAILURE TO CARRY REGISTRATION CARD WITHIN VEHICLE","No","No","No","No","02 - Automobile","2005","VW","JETTA","SILVER","WHITE","M"
"12/14/2012","12","2012","00:47:00","00-01","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER","No","No","No","No","02 - Automobile","2005","VW","JETTA","SILVER","WHITE","M"
"03/30/2015","03","2015","17:33:00","17-18","FAILURE TO PROPERLY PLACE REGISTRATION PLATE TO VEHICLE","No","No","No","No","02 - Automobile","2005","BMW","M6","WHITE","BLACK","M"
"04/24/2014","04","2014","17:05:00","17-18","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2005","BUICK","LACROSSE","BLACK","WHITE","M"
"04/24/2014","04","2014","17:05:00","17-18","FAILURE TO NOTIFY ADM. OF ADDRESS CHANGE WITHIN 30 DAYS","No","No","No","No","02 - Automobile","2005","BUICK","LACROSSE","BLACK","WHITE","M"
"03/11/2013","03","2013","23:29:00","23-24","MOTOR VEH W/O REQUIRED STOP LAMPS EQUIPMENT","No","No","No","No","02 - Automobile","2005","HONDA","ACCORD","BLACK","BLACK","M"
"07/15/2012","07","2012","03:02:00","03-04","DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE","No","No","No","No","02 - Automobile","2005","TOYT","CAMRY","WHITE","BLACK","F"
"11/24/2014","11","2014","23:47:00","23-24","FAILURE TO STOP AT STOP SIGN","No","No","No","No","02 - Automobile","2005","ACURA","75X","BLACK","WHITE","M"
"11/24/2014","11","2014","23:47:00","23-24","FAILURE TO COME TO STOP AT PAVEMENT MARK","No","No","No","No","02 - Automobile","2005","ACURA","75X","BLACK","WHITE","M"
"11/13/2015","11","2015","01:18:00","01-02","DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE","No","No","No","No","02 - Automobile","2005","GMC","ENVOY","GRAY","BLACK","M"
"05/14/2014","05","2014","23:26:00","23-24","DRIVER CHANGING LANES WHEN UNSAFE","No","No","No","No","02 - Automobile","2005","DODGE","SPRINTER","WHITE","ASIAN","M"
"09/06/2015","09","2015","02:38:00","02-03","FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED","No","No","No","No","02 - Automobile","2005","VOLK","4D","BLACK","BLACK","F"
"09/06/2015","09","2015","02:38:00","02-03","DRIVING VEH. ON HWY. W/O REQUIRED MINIMUM EQUIPMENT","No","No","No","No","02 - Automobile","2005","VOLK","4D","BLACK","BLACK","F"
"01/31/2015","01","2015","00:08:00","00-01","EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH","No","No","No","No","02 - Automobile","2005","ACURA","TL","GREEN","BLACK","M"
"01/12/2016","01","2016","22:11:00","22-23","DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS","No","No","No","No","02 - Automobile","2005","HONDA","CIVIC","GRAY","BLACK","M"
"01/12/2016","01","2016","22:11:00","22-23","DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE","No","No","No","No","02 - Automobile","2005","HONDA","CIVIC","GRAY","BLACK","M"
"04/07/2015","04","2015","17:58:00","17-18","FAILURE TO EQUIP VEH. WITH REQUIRED REAR STOP LAMP","No","No","No","No","02 - Automobile","2005","CADILLAC","CTS","GREEN, LGT","WHITE","M"
"08/15/2015","08","2015","00:23:00","00-01","UNAUTHORIZED DISPLAY AND USE OF REGISTRATION PLATE","No","No","No","No","02 - Automobile","2005","LEXUS","4D","WHITE","BLACK","M"
"08/15/2015","08","2015","00:23:00","00-01","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER","No","No","No","No","02 - Automobile","2005","LEXUS","4D","WHITE","BLACK","M"
"11/05/2014","11","2014","14:01:00","14-15","STOPLIGHT INOPERATIVE","No","No","No","No","02 - Automobile","2005","TOYOTA","SIENNA","SILVER","WHITE","M"
"09/11/2015","09","2015","22:56:00","22-23","FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED","No","No","No","No","02 - Automobile","2005","HONDA","PILOT","SILVER","BLACK","M"
"03/24/2014","03","2014","22:37:00","22-23","DRIVER CHANGING LANES WHEN UNSAFE","No","No","No","No","02 - Automobile","2005","FORD","E350","WHITE","ASIAN","M"
"11/24/2014","11","2014","14:39:00","14-15","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2005","KIA","SORENTO","BLUE, LIGHT","BLACK","M"
"04/19/2015","04","2015","11:17:00","11-12","DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY","No","No","No","No","02 - Automobile","2005","TOYT","CAMRY","GOLD","ASIAN","M"
"03/09/2015","03","2015","08:35:00","08-09","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2005","HONDA","ACCORD","WHITE","WHITE","F"
"12/23/2015","12","2015","22:18:00","22-23","VIOLATING PROVISIONAL LIC. RESTRICTION","No","No","No","No","02 - Automobile","2005","CHEVY","IMPALA","SILVER","BLACK","M"
"02/09/2016","02","2016","22:03:00","22-23","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2005","HONDA","CIVIC","WHITE","WHITE","M"
"02/09/2016","02","2016","22:03:00","22-23","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON","No","No","No","No","02 - Automobile","2005","HONDA","CIVIC","WHITE","WHITE","M"
"06/10/2015","06","2015","11:18:00","11-12","FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,","No","No","No","No","02 - Automobile","2005","TOYOTA","HIGHLANDER","BLUE, LIGHT","WHITE","F"
"01/05/2017","01","2017","02:11:00","02-03","FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED","No","No","No","No","02 - Automobile","2005","TOYO","4D","BLUE, LIGHT","BLACK","M"
"01/25/2017","01","2017","16:23:00","16-17","DRIVING VEHICLE IN HOV LANE WHEN NOT AUTHORIZED BY TRAFFIC CONTROL DEVICE","No","No","No","No","02 - Automobile","2005","DODG","DURANGO","BLUE","BLACK","M"
"01/25/2017","01","2017","16:23:00","16-17","KNOWINGLY DRIVING / OWNER KNOWINGLY PERMITTING TO BE DRIVEN UNINSURED VEHICLE","No","No","No","No","02 - Automobile","2005","DODG","DURANGO","BLUE","BLACK","M"
"01/25/2017","01","2017","16:23:00","16-17","DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION","No","No","No","No","02 - Automobile","2005","DODG","DURANGO","BLUE","BLACK","M"
"01/27/2017","01","2017","07:36:00","07-08","FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH","No","No","No","No","02 - Automobile","2005","SUBARU","FORESTER","BLUE","WHITE","M"
"11/23/2016","11","2016","23:26:00","23-24","EXCEEDING THE POSTED SPEED LIMIT OF 45 MPH","No","No","No","No","02 - Automobile","2004","NISS","MURANO","ORANGE","BLACK","M"
"11/24/2016","11","2016","23:38:00","23-24","FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH","No","No","No","No","02 - Automobile","2004","CHRY","PACIFICA","SILVER","BLACK","M"
"11/24/2016","11","2016","23:38:00","23-24","FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND","No","No","No","No","02 - Automobile","2004","CHRY","PACIFICA","SILVER","BLACK","M"
"11/24/2016","11","2016","23:38:00","23-24","DRIVING A MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION","No","No","No","No","02 - Automobile","2004","CHRY","PACIFICA","SILVER","BLACK","M"
"11/24/2016","11","2016","23:38:00","23-24","PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE","No","No","No","No","02 - Automobile","2004","CHRY","PACIFICA","SILVER","BLACK","M"
"11/24/2016","11","2016","23:38:00","23-24","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER TR 17-106, 26-204, 26-206, 27-103","No","No","No","No","02 - Automobile","2004","CHRY","PACIFICA","SILVER","BLACK","M"
"10/26/2012","10","2012","09:48:00","09-10","EXCEEDING MAXIMUM SPEED: 64 MPH IN A POSTED 55 MPH ZONE","No","No","No","No","02 - Automobile","2004","HYUN","SONATA","BLUE","BLACK","F"
"08/15/2014","08","2014","08:32:00","08-09","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2004","ACURA","MDX","WHITE","WHITE","F"
"03/29/2012","03","2012","07:59:00","07-08","FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION","No","No","No","No","02 - Automobile","2004","LEXUS","ES300","BLUE","ASIAN","M"
"07/05/2014","07","2014","11:26:00","11-12","DRIVING VEH. ON HWY. WITH SUSPENDED REGISTRATION","No","No","No","No","02 - Automobile","2004","HONDA","PILOT","SILVER","HISPANIC","F"
"08/21/2015","08","2015","12:22:00","12-13","DRIVING VEH. ON HWY. WITH SUSPENDED REGISTRATION","No","No","No","No","02 - Automobile","2004","VOLKS WAGON","JETTA","GRAY","WHITE","F"
"05/05/2013","05","2013","13:46:00","13-14","EXCEEDING MAXIMUM SPEED: 74 MPH IN A POSTED 55 MPH ZONE","No","No","No","No","02 - Automobile","2004","HONDA","ACCORD","SILVER","ASIAN","M"
"04/10/2013","04","2013","15:05:00","15-16","EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 40 MPH ZONE","No","No","No","No","02 - Automobile","2004","MERZ","E55 AMG 4D","BLACK","BLACK","M"
"04/10/2013","04","2013","15:05:00","15-16","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER","No","No","No","No","02 - Automobile","2004","MERZ","E55 AMG 4D","BLACK","BLACK","M"
"04/10/2013","04","2013","15:05:00","15-16","OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY","No","No","No","No","02 - Automobile","2004","MERZ","E55 AMG 4D","BLACK","BLACK","M"
